Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product subtitle (product.metafields.descriptors.subtitle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),video (product.metafields.my_fields.video),Chamois type (product.metafields.next_cart.chamois-type),Colección Agu (product.metafields.next_cart.coleccion-agu),Color (product.metafields.next_cart.color),Color Anteojo (product.metafields.next_cart.color-anteojo),Cross-sell Products (product.metafields.next_cart.complementary_products),Genero (product.metafields.next_cart.genero),Height (product.metafields.next_cart.height),ISBN (product.metafields.next_cart.isbn),Length (product.metafields.next_cart.length),Short Description (product.metafields.next_cart.short_description),Talla (product.metafields.next_cart.talla),Talla accesorios (product.metafields.next_cart.talla-accesorios),Temperatura (product.metafields.next_cart.temperatura),Temporada (product.metafields.next_cart.temporada),Tipo Lente (product.metafields.next_cart.tipo-lente),Up-sell Products (product.metafields.next_cart.up_sell_products),Width (product.metafields.next_cart.width),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Compatible bike type (product.metafields.shopify.compatible-bike-type),Compatible eyewear type (product.metafields.shopify.compatible-eyewear-type),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Lens color (product.metafields.shopify.lens-color),Lens polarization (product.metafields.shopify.lens-polarization),Lens type (product.metafields.shopify.lens-type),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Optical frame design (product.metafields.shopify.optical-frame-design),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),UV protection (product.metafields.shopify.uv-protection),Vehicle placement (product.metafields.shopify.vehicle-placement),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Chile,Price / Chile,Compare At Price / Chile,Status
lentes-astral-x,,,,,,,,,White Matte Multilaser Rose Gold,,,,,,,,SP945458-0001,0.0,shopify,2,deny,manual,149900,0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/2_d80fec89-1c3e-42c9-b4cc-2ff839d596ea.png?v=1722904516,2,Anteojos Rudy Project Astral X vista en tres cuartos con naricera Ergonose ajustable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/7_f44ca8cc-5fc2-4e06-ba67-b21dc9916377.png?v=1722904516,kg,,,,,,
lentes-astral-x,,,,,,,,,Light Teal Matte Multilaser Osmium,,,,,,,,SP943464-0000,0.0,shopify,1,deny,manual,149990,0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/3_d0a9edd8-b85a-47ee-9c99-af78d7006197.png?v=1722904516,3,Anteojos Rudy Project Astral X vista lateral con patillas antideslizantes Rilsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/4_07894cd3-33bb-4299-bd1f-deadea0cf2bc.png?v=1722904516,kg,,,,,,
lentes-astral-x,,,,,,,,,Crystal Lilac Multilaser Rose Gold,,,,,,,,SP945465-0000,0.0,shopify,2,deny,manual,149990,0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/4_07894cd3-33bb-4299-bd1f-deadea0cf2bc.png?v=1722904516,4,Anteojos Rudy Project Astral X vista trasera con calce ergonómico de 28 gramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/1_37dc06b9-aaaf-4ca6-86cd-0da6da83fbbd.png?v=1722904516,kg,,,,,,
lentes-astral-x,,,,,,,,,Crystal Ash Multilaser green,,,,,,,,,0.0,shopify,1,deny,manual,149990,0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/5_48cf19dc-3569-460a-b96b-dcac7f619ca4.png?v=1722904515,5,Anteojos Rudy Project Astral X vista superior con curvatura base 6 envolvente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP944133-0000_10_f9c15c9e-c9a8-431d-b813-e66837ba0bf1.jpg?v=1770818279,kg,,,,,,
lentes-astral-x,,,,,,,,,GREEN SAGE MATTE - SMOKE BLACK,,,,,,,,SP941070-0000,0.0,shopify,1,deny,manual,149990,0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/6_fcdbb5e2-1d27-47c1-ab40-f0bbdcfbcc92.png?v=1722904516,6,Anteojos Rudy Project Astral X color alternativo vista frontal envolvente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudyproject-astral-x-SP941070-0000-green-sage-matte-smoke-black-10.jpg?v=1770824203,kg,,,,,,
lentes-astral-x,,,,,,,,,KLAEBO CRYSTAL PINK F.-MULTIL. SUNSET,,,,,,,,SP945244-R000,0.0,shopify,1,deny,manual,149990,0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/7_f44ca8cc-5fc2-4e06-ba67-b21dc9916377.png?v=1722904516,7,Anteojos Rudy Project Astral X color alternativo vista en tres cuartos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP945244-R000_10.jpg?v=1770823937,kg,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/8_22dc7818-53bc-4157-8b7c-57955c54b4fb.png?v=1722904516,8,Anteojos Rudy Project Astral X color alternativo vista lateral antideslizante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/9_31f7b5b3-b7e6-4176-a105-769c53c1a24a.png?v=1722904516,9,Anteojos Rudy Project Astral X color alternativo vista trasera con Ergonose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/10_87e609d6-d730-4dec-9e16-010a6a2bd01f.png?v=1722904516,10,Anteojos Rudy Project Astral X color contraste vista frontal con protección UV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/11_2e7380db-1019-445e-8358-69b19a28242e.png?v=1722904515,11,Anteojos Rudy Project Astral X color contraste vista lateral con grip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/12_eedf234c-eb3a-467e-8610-bc670070af41.png?v=1722904515,12,Anteojos Rudy Project Astral X color contraste vista en tres cuartos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP944133-0000_10_f9c15c9e-c9a8-431d-b813-e66837ba0bf1.jpg?v=1770818279,13,Anteojos Rudy Project Astral X detalle de naricera ajustable Ergonose antideslizante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP944133-0000_40_8353958a-7555-4088-888f-cfacaf571dda.jpg?v=1770818331,14,Anteojos Rudy Project Astral X detalle del marco Rilsan ultraliviano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP944133-0000_0de296f0-e376-434b-ad06-14506a0faa8e.jpg?v=1770818279,15,Anteojos Rudy Project Astral X vista lateral con compatibilidad inserto óptico RX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP944133-0000_30_9d02c001-a6dc-47e7-b0bd-8791d4d6fbc8.jpg?v=1770818278,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudyproject-astral-x-SP941070-0000-green-sage-matte-smoke-black-10.jpg?v=1770824203,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP945244-R000_10.jpg?v=1770823937,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP945244-R000_20.jpg?v=1770823936,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP945244-R000.jpg?v=1770823936,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP945244-R000_30.jpg?v=1770823936,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudyproject-astral-x-SP941070-0000-green-sage-matte-smoke-black-10_6dbd8291-272b-4d28-97b8-3092210a7109.jpg?v=1770824231,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudyproject-astral-x-SP941070-0000-green-sage-matte-smoke-black-20.jpg?v=1770824231,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudyproject-astral-x-SP941070-0000-green-sage-matte-smoke-black-40.jpg?v=1770824231,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudyproject-astral-x-SP941070-0000-green-sage-matte-smoke-black-50.jpg?v=1770824231,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudyproject-astral-x-SP941070-0000-green-sage-matte-smoke-black.jpg?v=1770824231,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudy-project-astral-sport-sunglasses-rx-adapter_720x_jpg.webp?v=1773336212,27,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudy-project-astral-sport-sunglasses-woman-2_540x_jpg.webp?v=1773336212,28,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudy-project-astral-sport-sunglasses-man-1_540x_jpg.webp?v=1773336212,29,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudy-project-astral-man-side-view_720x_jpg.webp?v=1773336212,30,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudy-project-astral-sport-sunglasses-rx-adapter-1_jpg.webp?v=1773336212,31,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudy-project-astral-sport-sunglasses-adjustability_750x_jpg.webp?v=1773336212,32,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentes-astral-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/rudy-project-astral-sport-sunglasses-adjustability-1_750x_jpg.webp?v=1773336212,33,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pack-anteojos-rudy-project-kelion-inserto-optico,Pack Anteojos Rudy Project Kelion + Inserto Óptico,"<p><span><meta charset=""UTF-8"">EN EL PACK VIENE UN ANTEOJO CON SU INSERTO. DESPUÉS DE TU COMPRA, PUEDES ENVIARNOS TU RECETA OFTALMOLÓGICA Y COTIZAR LA FABRICACIÓN DE LOS CRISTALES RODENSTOCK PARA TU VISIÓN EN RUDY PROJECT.</span></p>
<p><span>Presentamos los revolucionarios anteojos Kelion de Rudy Project: anteojos de rendimiento ecológicas para todos los atletas, especialmente ciclistas de carretera, gravel y montaña que buscan una protección superior y la máxima comodidad. </span><span>Los anteojos Rudy Project Kelion combinan materiales de montura de bioplástico Rilsan Clear®, un diseño moderno de vanguardia, una funcionalidad incomparable y una comodidad excepcional para brindar lo último en gafas.</span></p>
<h4><span>Características</span></h4>
<p><span><meta charset=""utf-8""> - Ventilación extrema Powerflow<br>- Material de montura transparente y sostenible Rilsan<br>- Micas intercambiables<br>- Almohadillas nasales antideslizantes ajustables<br>- Patillas antideslizantes totalmente ajustables</span></p>
<h4><span>Talla y Ajuste</span></h4>
<p><span><meta charset=""utf-8""> - Recomendado para rostros medianos a grandes<br>- Peso: 36 gramos<br>- Tamaño de micas: 144<br>- Curva base - 5.2</span></p>
<h4><span>Que hay en la caja</span></h4>
<p><span><meta charset=""utf-8""> - Bolsa de microfibra<br>- Estuche protector rígido</span></p>
<h4></h4>
<!---->",Rudy Project,Uncategorized,Anteojos Performance,"anteojos, impactx, inserto-optico, kelion, lentes-fotocromaticos, pack, performance, rudy-project, solucion-optica",false,Kelion Fotocromáticos (Color),Black Gloss Impactx Fotocromático Laser Black,,,,,,,,'72237580282587,0.0,shopify,2,deny,manual,317982,,true,true,,,,,'72237580282587,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/1_dd35ff3a-b2f7-4dc9-95f9-d451515db5e3.png?v=1722373745,1,Pack Rudy Project Kelion fotocromático con inserto óptico incluido vista frontal,false,Pack Rudy Project Kelion Fotocromático + Inserto Óptico | Chile,Pack Rudy Project Kelion con inserto óptico incluido. Envía tu receta y fabricamos tus cristales. Anteojos fotocromáticos de alto rendimiento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/7_dbe35743-f5f4-4519-96ad-8c3a9f875a89.png?v=1722373745,kg,,,true,,,draft
pack-anteojos-rudy-project-kelion-inserto-optico,,,,,,,,,Black Gloss Impactx Fotocromático Laser Purple,,,,,,,,'72237600814606,0.0,shopify,2,deny,manual,317982,,true,true,,,,,'72237600814606,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/2_d3b9d985-4b9b-4f98-a636-142804a9e3f3.png?v=1722373745,2,Pack Rudy Project Kelion con inserto óptico vista lateral Rilsan Clear bioplástico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/1_dd35ff3a-b2f7-4dc9-95f9-d451515db5e3.png?v=1722373745,kg,,,,,,
pack-anteojos-rudy-project-kelion-inserto-optico,,,,,,,,,White Gloss Impactx Fotocromático Laser Purple,,,,,,,,'72237615604592,0.0,shopify,2,deny,manual,317982,,true,true,,,,,'72237615604592,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/3_858c1119-cd36-4908-a2d9-63eb2e46a8fd.png?v=1722373745,3,Pack Rudy Project Kelion con inserto óptico solución visual deportiva ciclismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/10_aa077a8d-0f32-4813-a927-881860618622.png?v=1722373745,kg,,,,,,
pack-anteojos-rudy-project-kelion-inserto-optico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/7_dbe35743-f5f4-4519-96ad-8c3a9f875a89.png?v=1722373745,4,Pack Rudy Project Kelion con inserto detalle clip RX Ready instalado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pack-anteojos-rudy-project-kelion-inserto-optico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/8_d1e7f02f-4be1-423a-b4e6-b6bd44b40da1.png?v=1722373745,5,Pack Rudy Project Kelion fotocromático e inserto óptico vista en tres cuartos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pack-anteojos-rudy-project-kelion-inserto-optico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/9_59c76bde-ad79-4d1c-9292-61835171bfa1.png?v=1722373745,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pack-anteojos-rudy-project-kelion-inserto-optico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/10_aa077a8d-0f32-4813-a927-881860618622.png?v=1722373745,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pack-anteojos-rudy-project-kelion-inserto-optico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/11_e3ce055a-8493-4d19-bfd4-784de0683bd3.png?v=1722373745,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pack-anteojos-rudy-project-kelion-inserto-optico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/12_ef7428ee-3ee4-4b04-b745-647e10a0a060.png?v=1722373745,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astral-inserto,Anteojos Rudy Project Astral + Inserto Óptico | Lentes para Prescripción,"<p>La combinación perfecta para ciclistas y deportistas con prescripción óptica: los <strong>Anteojos Rudy Project Astral con Inserto Óptico</strong> te permiten usar tus lentes de contacto o prescindir de ellos completamente. El inserto intercambiable se instala directamente detrás de la lente deportiva, manteniendo toda la protección y el rendimiento visual de los Astral.</p>

<h3>¿Qué incluye?</h3>

<ul>
  <li>
<strong>Anteojos Rudy Project Astral</strong> con lente deportiva Multilaser</li>
  <li>
<strong>Inserto óptico</strong> para graduación personalizada (graduación no incluida — a llenar en óptica)</li>
  <li>Bolsa de microfibra protectora</li>
</ul>

<h3>Anteojos Astral: diseño deportivo versátil</h3>

<p>Los Astral de Rudy Project combinan un estilo moderno con funcionalidad deportiva de alto nivel. Su lente amplia ofrece protección UV400 y claridad óptica superior para ciclismo de ruta, gravel, mountain bike y running. El ajuste Ergonose personalizable asegura comodidad en entrenamientos largos.</p>

<h3>Características principales</h3>

<ul>
  <li>
<strong>Lente Multilaser intercambiable</strong> — alto contraste y protección solar</li>
  <li>
<strong>Inserto óptico integrado</strong> — compatible con prescripción óptica</li>
  <li>
<strong>Naricera Ergonose ajustable</strong> — ajuste personalizado a tu anatomía</li>
  <li>
<strong>Protección UV400</strong> — bloqueo total de rayos UVA y UVB</li>
  <li>
<strong>Marco ligero y resistente</strong> — ideal para uso deportivo intenso</li>
  <li><strong>Disponible en 6 combinaciones de color</strong></li>
</ul>

<h3>Colores disponibles</h3>

<ul>
  <li>Emerald Matte / Multilaser Orange</li>
  <li>Crystal Ash / Multilaser Green</li>
  <li>Metal Titanium Matte / Multilaser Sunset</li>
  <li>White Matte / Multilaser Blue</li>
  <li>Black Matte / Smoke</li>
  <li>Pink Fluo Matte / Multilaser Ice</li>
</ul>

<h3>Especificaciones</h3>

<ul>
  <li>
<strong>Marca:</strong> Rudy Project</li>
  <li>
<strong>Modelo:</strong> Astral + Inserto</li>
  <li>
<strong>Protección UV:</strong> UV400</li>
  <li>
<strong>Lente:</strong> Multilaser intercambiable</li>
  <li>
<strong>Incluye:</strong> Inserto óptico para prescripción</li>
</ul>

<p>Disponible en <strong>República Ciclismo, Chile</strong>. Si tienes dudas sobre el inserto o tu prescripción, contáctanos.</p>",Rudy Project Shop,,"","",false,Astral (Color),Emerald Matte Multilaser Orange,,,,,,,,"",0.0,shopify,2,deny,manual,143980,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Rudy_Project_Astral_SP885292-0000_10.jpg?v=1784162225,1,Anteojos Rudy Project Astral con inserto óptico para ciclismo y running,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,draft
astral-inserto,,,,,,,,,Crystal Ash Multilaser Green,,,,,,,,"",0.0,shopify,2,deny,manual,143980,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
astral-inserto,,,,,,,,,Metal Titanium Matte Multilaser Sunset,,,,,,,,"",0.0,shopify,2,deny,manual,143980,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
astral-inserto,,,,,,,,,White Matte Multilaser Blue,,,,,,,,"",0.0,shopify,2,deny,manual,143980,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
astral-inserto,,,,,,,,,Black Matte Smoke,,,,,,,,"",0.0,shopify,2,deny,manual,143980,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
astral-inserto,,,,,,,,,Pink Fluo Matte Multilser Ice,,,,,,,,"",0.0,shopify,2,deny,manual,143980,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
